epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.004645318637981459,0.9953546833108973,0.006356313891176667,0.9936437010765076
1,0.005743307390258889,0.9942566929040132,0.007137165471379246,0.9928628376552037
2,0.0061996944175377764,0.993800300138968,0.007305056189319917,0.9926949398858207
3,0.006307957064429367,0.9936920426509999,0.0073282560998839995,0.9926717451640538
4,0.006326746781943021,0.9936732627727367,0.007355542055198124,0.9926444717815944
5,0.006352434150391707,0.9936475599253619,0.00738282867574266,0.9926171728542873
6,0.006370233044166256,0.9936297712502656,0.007402291720999139,0.9925977161952427
7,0.006383785186766612,0.993616212297369,0.007421208279473441,0.992578787463052
8,0.006406248081475496,0.9935937501766063,0.007441326975822449,0.9925586836678642
9,0.006422385771724361,0.9935776083557694,0.00746352385197367,0.9925364681652614
10,0.006445923285489833,0.9935540755589803,0.007493577099272183,0.9925064189093453
11,0.006474407501863661,0.9935256044069926,0.007531961160046714,0.9924680420330593
12,0.006512557139137277,0.9934874309433831,0.007585441028433186,0.9924145596367973
13,0.0065825517910222215,0.9934174484676785,0.007683139693524156,0.9923168505941119
14,0.006707896650941284,0.993292095484557,0.007873838767409325,0.9921261583055768
15,0.0069831921719014645,0.9930168081212927,0.008421130611428193,0.9915788599423
16,0.008157936200775482,0.9918420690077322,0.01356567455721753,0.986434314932142
17,0.1028522248207419,0.8971477746963501,0.1322540704693113,0.8677459274019513
18,0.1859019714390376,0.8140980270173814,0.1429952893938337,0.8570047191211155
19,0.20417379898329577,0.7958262055008499,0.022167170811111907,0.9778328282492501
20,0.3498645137857508,0.6501354906294081,0.2154013897691454,0.7845986059733799
21,0.36560656130313873,0.6343934425601253,0.4388214179447719,0.5611785905701774
22,0.48752833074993557,0.5124716714576438,0.36585978525025503,0.6341402360371181
23,0.4698021003493556,0.5301979073771724,0.43171101808547974,0.568288973399571
24,0.530021870025882,0.4699781272146437,0.41346571275166105,0.5865342787333897
25,0.5197836673922009,0.48021632874453507,0.4250974144254412,0.5749026026044574
26,0.5219526975243179,0.478047302475682,0.35793882608413696,0.6420611483710152
27,0.4654725193977356,0.5345274916401616,0.4834452612059457,0.5165547387940543
28,0.5180635838596909,0.48193640841378105,0.4310726693698338,0.5689273306301662
29,0.5607797768380907,0.4392202275770682,0.5054297362055097,0.49457026379449026
30,0.5644830421165183,0.43551695346832275,0.5145479270390102,0.48545206444604055
31,0.5792672992856415,0.42073270126625345,0.5109479938234601,0.48905198914664133
32,0.5954515933990479,0.4045484088085316,0.5264508128166199,0.4735491956983294
